p,Sequence,name,simbad,feh,cfe,nfe,ofe,nafe,mgfe,alfe,sife,cafe,scfe,tife,vfe,crfe,mnfe,cofe,nife,znfe,gafe,gefe,srfe,yfe,zrfe,nbfe,mofe,rufe,rhfe,pdfe,agfe,bafe,lafe,cefe,prfe,ndfe,smfe,eufe,gdfe,tbfe,dyfe,hofe,erfe,tmfe,ybfe,lufe,hffe,osfe,irfe,ptfe,aufe,pbfe,thfe,ufe,ref
1,971,HIP81170,HD 149414,-1.24,nan,nan,nan,-0.04,0.37,0.2,0.37,0.27,nan,0.44,0.19,0.07,nan,nan,0.01,nan,nan,nan,nan,0.38,0.64,nan,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,972,HIP86431,HD 160693,-0.62,nan,nan,nan,0.15,0.29,0.34,0.31,0.17,nan,0.25,0.07,0.03,nan,nan,0.02,nan,nan,nan,nan,-0.14,-0.01,nan,nan,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,973,HD171496,HD 171496,-0.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,976,HD186478,HD 186478,-2.57,-0.23,0.69,0.78,0.27,0.35,-0.56,0.46,0.44,0.1,0.34,nan,-0.31,-0.53,0.12,-0.16,0.15,nan,nan,0.32,-0.18,0.21,nan,nan,nan,nan,nan,nan,-0.11,0.1,-0.01,0.22,0.38,0.44,0.45,0.44,nan,0.35,-0.24,0.46,0.63,0.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,979,HIP97468,HD 187111,-1.69,nan,nan,nan,0.08,0.53,nan,0.46,0.44,nan,0.4,0.01,-0.1,nan,nan,0.02,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,981,HIP101346,HD 195633,-0.63,nan,nan,nan,0.2,0.16,0.12,0.25,0.13,nan,0.19,0.1,0.02,nan,nan,0.02,nan,nan,nan,nan,-0.14,0.04,nan,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,982,HIP101382,HD 195987,-0.64,nan,nan,nan,0.26,0.4,0.51,0.43,0.26,nan,0.36,0.28,-0.01,nan,nan,0.13,nan,nan,nan,nan,0.03,nan,nan,nan,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,985,HD196944,HD 196944,-2.25,1.29,1.39,nan,nan,0.4,-0.32,nan,0.35,nan,0.34,nan,-0.1,-0.09,0.05,0.05,0.13,nan,nan,0.89,0.58,0.69,nan,nan,nan,nan,nan,nan,1.14,1.03,1.06,nan,0.93,0.8,0.2,nan,nan,0.53,nan,0.86,nan,nan,nan,nan,nan,nan,nan,nan,2.2,nan,nan,AOK02a
1,987,HD204543,HD 204543,-1.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,988,HD206739,HD 206739,-1.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,989,HIP109390,HD 210295,-1.32,nan,nan,nan,0.02,0.46,0.26,0.43,0.23,nan,0.34,-0.02,-0.09,nan,nan,-0.07,nan,nan,nan,nan,0.05,0.29,nan,nan,nan,nan,nan,nan,-0.06,nan,nan,nan,nan,nan,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,991,HD216143,HD 216143,-2.21,nan,nan,nan,-0.09,0.65,-0.34,0.43,0.29,0.02,0.28,-0.07,-0.11,-0.23,0.17,0.03,0.18,nan,nan,0.21,-0.16,0.16,nan,nan,nan,nan,nan,nan,-0.27,-0.16,-0.15,nan,0.19,0.33,0.41,nan,0.84,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JOH02ab
1,994,HD218857,HD 218857,-2.17,nan,nan,nan,0.07,0.64,-1.05,0.29,0.39,-0.12,0.23,-0.12,-0.08,-0.41,-0.13,-0.04,0.21,nan,nan,-0.09,-0.47,nan,nan,nan,nan,nan,nan,nan,-0.48,-0.3,nan,nan,0.21,nan,nan,nan,1.33,nan,nan,nan,nan,nan,nan,nan,0.93,nan,nan,nan,nan,nan,nan,JOH02ab
1,995,HD220838,HD 220838,-1.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,998,HD221170,HD 221170,-2.16,-0.6,0.79,0.44,-0.16,0.37,nan,0.5,0.35,0.02,0.37,0.06,-0.17,-0.36,0.04,0.1,0.11,-0.29,nan,0.14,-0.13,0.26,0.33,0.31,0.63,0.9,0.56,0.72,0.19,0.33,0.17,0.4,0.39,0.54,0.78,0.63,0.65,0.74,0.71,0.76,0.68,0.81,0.66,0.37,0.92,0.8,nan,nan,0.32,0.68,nan,IVA06
1,1000,BD+54_1323,HD 233666,-1.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,1001,BD+52_1601,HD 233891,-1.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,1002,BD+58_1218,HD 237846,-2.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,1003,HIP21767,HD 280067,-0.42,nan,nan,nan,0.05,0.27,0.31,0.25,0.12,nan,0.34,0.13,0.07,nan,nan,0.05,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1005,HIP96115,HD 338529,-2.39,nan,nan,nan,0.15,0.54,nan,nan,0.51,nan,0.54,nan,-0.04,nan,nan,0.24,nan,nan,nan,nan,0.09,nan,nan,nan,nan,nan,nan,nan,-0.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1006,HIP99423,HD 345957,-1.48,nan,nan,nan,-0.08,0.37,nan,0.48,0.38,nan,0.39,-0.02,-0.04,nan,nan,0,nan,nan,nan,nan,0.03,0.34,nan,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1007,CS31060-043,HE 0007-1752,-2.06,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39,nan,nan,nan,nan,nan,nan,nan,nan,0.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,1008,HE0142+0147,HE 0142+0147,-2.67,nan,nan,nan,nan,0.6,-0.06,0.32,0.44,nan,0.35,nan,-0.25,-0.47,0.58,0.18,nan,nan,nan,-0.2,nan,nan,nan,nan,nan,nan,nan,nan,-0.32,1.84,nan,nan,nan,nan,1.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,COH04
1,1009,HE0458-1346,HE 0458-1346,-2.42,nan,nan,nan,nan,0.47,0.03,0.34,0.27,0.19,0.47,nan,-0.19,-0.69,0.44,0,nan,nan,nan,0.14,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,nan,nan,nan,1.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,COH04
1,1012,G64-12,HIP  66673,-3.25,0.5,1.57,0.9,-0.89,0.45,-0.45,nan,nan,nan,0.5,nan,-0.13,-0.69,0.45,0.07,nan,nan,nan,0.28,nan,nan,nan,nan,nan,nan,nan,nan,-0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK06b
1,1014,G66-30,HIP  72561,-1.53,nan,nan,nan,nan,0.28,-0.97,0.06,0.2,0.09,0.45,nan,-0.11,-0.74,0.08,0.19,nan,nan,nan,-0.06,0.26,nan,nan,nan,nan,nan,nan,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NOR97
1,1015,HK17435-0053,2 HKII 17435-00532,-2.23,0.77,nan,1.1,0.78,0.4,nan,nan,0.45,0.22,0.4,nan,-0.12,-0.35,nan,0.14,nan,nan,nan,0.41,0.2,0.79,nan,nan,nan,nan,nan,nan,0.81,0.85,1.17,1.09,1.12,0.78,0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ROE08
1,1016,HIP59750,HR  4657,-0.76,nan,nan,nan,0.24,0.35,0.28,0.55,0.28,nan,0.32,0.27,0.01,nan,nan,0.06,nan,nan,nan,nan,-0.14,0.05,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1027,HD122563,HR  5270,-2.73,nan,nan,nan,0.19,0.65,-0.11,0.72,0.29,0.01,0.18,-0.01,-0.25,-0.27,0.26,0.11,0.17,nan,nan,-0.38,-0.28,0.01,nan,nan,nan,nan,0.56,nan,-1.25,-0.81,nan,0.46,-0.56,nan,-0.64,nan,0.62,nan,0.59,-0.62,0.3,-0.89,nan,1,0.92,nan,nan,nan,nan,-0.22,nan,JOH02ab
1,1032,HIP171,HR  9088,-0.98,nan,nan,nan,0.33,0.51,0.52,0.44,0.38,nan,0.34,0.24,0.1,nan,nan,0.09,nan,nan,nan,nan,-0.05,0.05,nan,nan,nan,nan,nan,nan,-0.26,nan,nan,nan,nan,nan,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1033,Her2,Her2,-2.07,nan,nan,1.14,0.76,0.79,0.72,0.63,-0.11,-0.01,0.17,nan,0,0.24,0.51,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,KOC08
1,1034,Her3,Her3,-2.09,nan,nan,0.91,0.6,0.75,-0.03,nan,0.21,0.18,0.33,nan,-0.09,-0.05,0.4,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,KOC08
1,1035,J234723,J234723,-3.17,-0.19,nan,nan,-0.14,-0.12,nan,nan,1.13,nan,0.64,nan,-0.02,nan,nan,nan,nan,nan,nan,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,-1.55,nan,nan,nan,nan,nan,-0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI09
1,1036,CD-35_14849,L  498-6,-2.55,nan,nan,nan,nan,0.22,nan,nan,0.35,nan,nan,nan,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ARN05
1,1037,HIP57939,LHS    44,-1.44,nan,nan,nan,-0.26,0.25,0.02,0.35,0.3,nan,0.35,0.13,0.06,nan,nan,-0.05,nan,nan,nan,nan,-0.05,0.5,nan,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1038,HIP74235,LHS    53,-1.55,nan,nan,nan,-0.47,0.03,-0.29,0.2,0.15,nan,0.23,0.02,-0.02,nan,nan,-0.09,nan,nan,nan,nan,-0.23,nan,nan,nan,nan,nan,nan,nan,-0.34,nan,nan,nan,nan,nan,0.27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1040,HIP24316,LHS   204,-1.69,nan,nan,nan,-0.18,0.26,nan,0.52,0.35,nan,0.5,nan,nan,nan,nan,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1041,HIP38541,LHS   241,-1.77,nan,nan,nan,-0.06,0.25,nan,0.31,0.28,nan,0.33,0.05,0.03,nan,nan,-0.03,nan,nan,nan,nan,-0.02,0.31,nan,nan,nan,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1042,HD145417,LHS   413,-1.36,nan,nan,0.57,0.08,0.31,0.18,0.27,0.39,0.15,0.57,0.38,0.19,nan,nan,-0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1043,HIP80837,LHS   420,-0.81,nan,nan,nan,0.27,0.36,0.32,0.4,0.25,nan,0.36,0.18,0.1,nan,nan,0.1,nan,nan,nan,nan,-0.08,0.08,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1044,HIP100568,LHS   490,-1.15,nan,nan,nan,-0.24,0.14,-0.12,0.19,0.21,nan,0.25,-0.11,-0.02,nan,nan,-0.11,nan,nan,nan,nan,-0.1,-0.02,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1046,HD211998,LHS   520,-1.49,nan,nan,0.71,-0.07,0.42,0.16,0.35,0.35,nan,0.33,0.26,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1047,HIP114962,LHS   540,-1.52,nan,nan,nan,-0.19,0.25,nan,0.32,0.33,nan,0.33,nan,-0.01,nan,nan,0.01,nan,nan,nan,nan,-0.15,0.23,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1048,HIP3026,LHS  1112,-1.3,nan,nan,nan,-0.1,0.23,nan,0.36,0.33,nan,0.36,0.14,0,nan,nan,-0.04,nan,nan,nan,nan,-0.05,0.23,nan,nan,nan,nan,nan,nan,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1051,HIP5445,LHS  1206,-1.56,nan,nan,nan,-0.26,0.22,nan,0.32,0.27,nan,0.29,0,-0.06,nan,nan,-0.08,nan,nan,nan,nan,-0.21,0.08,nan,nan,nan,nan,nan,nan,-0.04,nan,nan,nan,nan,nan,0.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1052,HIP10449,LHS  1365,-0.96,nan,nan,nan,0.03,0.38,0.33,0.36,0.28,nan,0.35,0.13,0.09,nan,nan,0.02,nan,nan,nan,nan,0.09,0.25,nan,nan,nan,nan,nan,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1053,HIP12306,LHS  1428,-0.61,nan,nan,nan,0.17,0.27,0.25,0.29,0.17,nan,0.24,0.09,0.01,nan,nan,0.08,nan,nan,nan,nan,-0.22,-0.09,nan,nan,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1054,HIP14086,LHS  1489,-0.69,nan,nan,nan,0.18,0.39,0.43,0.4,0.27,nan,0.38,0.22,0.05,nan,nan,0.07,nan,nan,nan,nan,0.07,0.38,nan,nan,nan,nan,nan,nan,-0.16,nan,nan,nan,nan,nan,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1055,HIP17147,LHS  1577,-0.89,nan,nan,nan,0.15,0.37,0.31,0.37,0.26,nan,0.37,0.23,0.04,nan,nan,0.03,nan,nan,nan,nan,0.06,0.27,nan,nan,nan,nan,nan,nan,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1056,HD25704,LHS  1620,-0.97,nan,nan,0.51,0.25,0.31,0.34,0.24,0.21,nan,nan,0.13,0.16,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1057,HIP19797,LHS  1644,-1.66,nan,nan,nan,0.16,0.3,nan,0.21,0.32,nan,0.43,nan,-0.1,nan,nan,0.01,nan,nan,nan,nan,0.01,-0.01,nan,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1058,HIP27654,LHS  1792,-0.92,nan,nan,nan,0.37,0.42,nan,0.52,0.3,nan,0.29,0.05,-0.06,nan,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1059,HIP33582,LHS  1886,-0.72,nan,nan,nan,0.13,0.43,nan,0.4,0.24,nan,0.46,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1060,HIP40778,LHS  2000,-1.68,nan,nan,nan,-0.06,0.38,nan,0.46,0.37,nan,0.4,0,-0.08,nan,nan,-0.02,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1062,HIP42592,LHS  2036,-2.06,nan,nan,nan,0.3,0.22,nan,nan,0.45,nan,0.25,nan,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1063,HE0938+0114,LHS  2169,-2.51,0.62,nan,nan,nan,0.2,-0.76,nan,0.39,0.48,0.61,nan,0,-0.47,nan,0.07,nan,nan,nan,0.02,nan,nan,nan,nan,nan,nan,nan,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,1065,HIP48152,LHS  2194,-2.06,nan,nan,nan,-0.03,0.31,nan,nan,0.39,nan,0.45,nan,0.02,nan,nan,0.04,nan,nan,nan,nan,0.04,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1069,HIP52771,LHS  2308,-1.96,nan,nan,nan,-0.08,0.34,nan,nan,0.42,nan,0.59,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1070,HIP53070,LHS  2318,-1.53,nan,nan,nan,0.1,0.49,0.22,0.57,0.38,nan,0.45,0.08,0,nan,nan,0.09,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,0.21,nan,nan,nan,nan,nan,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1073,HIP57265,LHS  2450,-1.08,nan,nan,nan,-0.22,0.15,nan,0.21,0.26,nan,0.22,-0.06,0.02,nan,nan,-0.09,nan,nan,nan,nan,-0.17,0.11,nan,nan,nan,nan,nan,nan,-0.06,nan,nan,nan,nan,nan,0.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1074,HIP60551,LHS  2556,-0.84,nan,nan,nan,0.12,0.25,nan,0.36,0.25,nan,0.32,0.13,0.02,nan,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1075,HD111777,LHS  2644,-0.85,nan,nan,0.56,0.32,0.36,0.37,0.34,nan,nan,nan,0.28,0.06,nan,nan,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1076,HD116064,LHS  2726,-1.88,nan,nan,0.72,0.11,0.34,nan,0,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1077,HD120559,LHS  2815,-0.99,nan,nan,0.62,0.24,0.32,0.37,0.29,0.23,nan,0.39,0.32,0.17,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1078,G15-13,LHS  3034,-1.67,nan,nan,nan,-0.65,0.05,nan,0.29,0.22,nan,0.32,nan,0.07,nan,nan,-0.11,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1079,HIP86013,LHS  3304,-0.8,nan,nan,nan,0.21,0.35,0.37,0.39,0.28,nan,0.39,0.16,0.04,nan,nan,0.05,nan,nan,nan,nan,0.01,0.19,nan,nan,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,0.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1081,HIP88010,LHS  3345,-1.47,nan,nan,nan,-0.14,0.36,0.17,0.27,0.36,nan,0.23,0.04,0.07,nan,nan,-0.02,nan,nan,nan,nan,-0.22,0.24,nan,nan,nan,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1082,HIP94449,LHS  3444,-1.24,nan,nan,nan,0.19,0.44,0.34,0.45,0.38,nan,0.32,0.2,0.03,nan,nan,0.03,nan,nan,nan,nan,-0.01,0.21,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,0.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1083,HIP96185,LHS  3469,-0.56,nan,nan,nan,0.26,0.34,0.33,0.34,0.21,nan,0.37,0.17,0.05,nan,nan,0.07,nan,nan,nan,nan,-0.05,0.09,nan,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1084,HIP100792,LHS  3550,-1.21,nan,nan,nan,0,0.24,0.06,0.31,0.21,nan,0.27,0.05,-0.03,nan,nan,0,nan,nan,nan,nan,-0.16,0.18,nan,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1087,HIP104659,LHS  3640,-1.1,nan,nan,nan,0.15,0.34,0.22,0.38,0.21,nan,0.32,0.02,-0.01,nan,nan,0.02,nan,nan,nan,nan,-0.06,0.18,nan,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1088,HIP115610,LHS  3942,-0.61,nan,nan,nan,0.3,0.46,0.57,0.42,0.28,nan,0.27,0.45,0.06,nan,nan,0.14,nan,nan,nan,nan,-0.06,nan,nan,nan,nan,nan,nan,nan,-0.16,nan,nan,nan,nan,nan,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
